name,profile,email,role,start-date,end-date,entity,evidence
Asier Atutxa Zalduegi,,,Manager,,,ARKIGEST ESTUDIOA S.L.,https://www.elsaltodiario.com/pnv/asier-e-iskander-atutxa-empresas-y-contratos-publicos
