name,profile,email,role,start-date,end-date,entity,evidence
Asier Atutxa Zalduegi,https://www.linkedin.com/in/asier-atutxa-zalduegi-0b49b517a/,,Manager,2007-10-01,2009-09-01,ARKIGEST ESTUDIOA S.L.,https://www.elsaltodiario.com/pnv/asier-e-iskander-atutxa-empresas-y-contratos-publicos
